Timestamp,MachineID,Temperature,Vibration,Pressure,OperatingHours,MaintenanceFlag,QualityScore,ProductionRate,PowerConsumption,LubricationLevel,ErrorCodes,ProductQuality,UnitsProduced
2025-04-01 08:00:00,Machine_01,54.105888077151455,1.1371899779397152,127.12138253216108,1454,0,0.8832254858364528,40,3.896518657019265,68,0,0.9243878513967296,93
2025-04-01 09:00:00,Machine_02,46.60435180742007,1.2358122814802468,121.35354402387064,1340,0,0.8759779659792678,49,3.025821547452632,67,0,0.7984786876047909,79
2025-04-01 10:00:00,Machine_03,45.08063577004231,0.826593442654609,124.37800776140294,1263,0,0.9102624493707658,37,3.448083724239939,61,0,0.8264764559642082,83
2025-04-01 11:00:00,Machine_04,41.61622018796284,0.8943173433544619,136.19998793335154,1416,0,0.821235993170944,47,3.140843558956632,60,0,0.8324699827559761,71
2025-04-01 12:00:00,Machine_05,47.38864573243609,1.306727809068353,112.407532189287,1965,0,0.8397415284468998,42,4.38177772504635,64,0,0.925733521067906,71
2025-04-01 13:00:00,Machine_06,54.99820940440491,1.2188578687983695,120.96451398231048,1085,0,0.819554766691855,36,4.076869373981104,62,0,0.9115388687630384,94
2025-04-01 14:00:00,Machine_07,50.76320421949074,1.1608557406297757,127.45802746366908,1986,0,0.8375671705103357,36,4.491853095659825,74,105,0.8540174262872048,77
2025-04-01 15:00:00,Machine_08,42.45091954867269,1.101374335107656,118.97719533580673,1258,0,0.8158528550284295,49,3.476442344666358,70,0,0.8370009236378956,73
2025-04-01 16:00:00,Machine_09,40.96388988304231,1.468136661845354,113.58970392673962,1767,0,0.8110444509605771,48,3.726592412461115,69,0,0.9417685501211244,87
2025-04-01 17:00:00,Machine_10,47.31716632609675,1.27498917842016,137.10707682937138,1069,0,0.9912271183963038,43,3.2969316851023303,70,0,0.7941945102205936,74
2025-04-01 18:00:00,Machine_01,41.17906783260084,1.4546250711392703,136.8000302387887,1419,0,0.9059145947673172,44,4.013314042750121,77,0,0.9333739843847368,89
2025-04-01 19:00:00,Machine_02,47.60852874234138,1.0651131441067818,112.36951857378116,1046,0,0.9741405229265784,45,3.493833033767059,68,0,0.8030369041038498,70
2025-04-01 20:00:00,Machine_03,54.61393600830598,0.8487361312046044,112.10825584682811,1671,0,0.9298835988796714,34,4.3920302910730245,76,105,0.9234171557418602,84
2025-04-01 21:00:00,Machine_04,49.17423507428468,1.4968848023517156,116.83945817815872,1819,0,0.9792560108901168,45,4.213889071079375,75,0,0.9062220742014908,90
2025-04-01 22:00:00,Machine_05,41.09064485794296,1.3940757138316011,122.47791678753056,1983,0,0.8311839340066096,42,3.777865762897215,75,0,0.8498364607998434,89
2025-04-01 23:00:00,Machine_06,49.18718110815029,0.963973455943801,122.55163315454551,1740,0,0.8075473286740659,46,3.656031386772013,69,101,0.9344302632419847,81
2025-04-02 00:00:00,Machine_07,50.39728157567621,1.1691506885956968,112.3239784115806,1969,1,0.8092039979434525,44,3.977828281708573,61,0,0.8614124805867578,77
2025-04-02 01:00:00,Machine_08,47.36847438992872,1.235376804843702,123.99835351844428,1451,0,0.9645579848043287,41,4.0567120309225695,73,101,0.9031852869314376,80
2025-04-02 02:00:00,Machine_09,45.56614243801446,1.4774938083283191,130.72434578617234,1080,0,0.8101528558269604,47,4.239438682429964,74,0,0.7652528466034432,78
2025-04-02 03:00:00,Machine_10,49.71982995615335,1.4659743328788617,126.3051592117205,1149,0,0.9327745475759652,39,4.112524734959237,68,0,0.8898286136071274,81
2025-04-02 04:00:00,Machine_01,42.339457590329744,0.8128529834106282,129.20749897786038,1679,0,0.947982981062717,40,3.1235273219181794,63,0,0.918655720547618,72
2025-04-02 05:00:00,Machine_02,52.25380271346294,0.91398501525768,124.18940767822752,1956,0,0.8774596042222432,42,3.0594801370074656,60,0,0.8052452643569008,86
2025-04-02 06:00:00,Machine_03,43.218934891121,1.0139364748989106,139.32568285086808,1123,0,0.9640482311237302,36,3.876658056820511,77,105,0.9241774242506794,82
2025-04-02 07:00:00,Machine_04,48.35919580087854,1.1550771902002863,115.33983625524526,1698,0,0.9156229764810426,30,3.1594159487869646,62,0,0.7730437542347532,70
2025-04-02 08:00:00,Machine_05,46.86002691828318,0.8913714328550019,115.75604744304782,1754,0,0.8424757978427184,37,3.0070926346297777,73,0,0.8514197594720558,75
2025-04-02 09:00:00,Machine_06,47.49914695828195,1.1922992900190512,131.44377836198686,1247,0,0.9406967486282364,31,3.295465856044273,68,105,0.8972896896991521,80
2025-04-02 10:00:00,Machine_07,53.91079245524293,1.4791829397365008,137.7656779261403,1212,0,0.8068192308475002,44,3.288554643539088,67,0,0.7778586170605666,75
2025-04-02 11:00:00,Machine_08,49.11157806292382,1.1251116319692145,134.18848640857902,1795,0,0.8795953486320621,40,3.5510434690819754,66,0,0.8196411689307539,76
2025-04-02 12:00:00,Machine_09,42.68847225655903,1.2170386814328586,112.84888134081667,1663,0,0.8005108395931542,37,3.053636931217333,77,0,0.8319837711222683,71
2025-04-02 13:00:00,Machine_10,54.92391767586856,1.0946299143023035,113.00900356461436,1161,0,0.8647644922677312,38,3.4965930379566097,69,101,0.7954461620137709,73
2025-04-02 14:00:00,Machine_01,40.26223095784878,1.2956000448781309,113.83832696313496,1587,0,0.8736369202784464,49,3.2882131046686407,63,105,0.8959092317512644,92
2025-04-02 15:00:00,Machine_02,51.632543201913606,1.4775361906033693,126.74770766913956,1936,0,0.8335108740386675,33,3.982844723562181,73,0,0.8890897220095233,80
2025-04-02 16:00:00,Machine_03,50.033384210419456,1.3356868199949048,113.96282130355486,1142,0,0.974761927872509,36,4.365616706544644,79,0,0.8428473671941843,73
2025-04-02 17:00:00,Machine_04,40.2506477650409,1.1025599711894232,112.03143114322305,1171,0,0.8684228613474003,37,4.382722680260314,71,0,0.945550133044356,78
